psraid,sample,int_date,fips,state,cregion,density,usr,vote01,pial1a,pial1b,pial1c,pial1d,pial1e,pial2a,pial2b,pial2c,pial2d,pial2e,pial3,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,reg,party,partyln,ideo,zipcode,iphoneuse,hphoneuse,weight,standwt
100479,1,110312,49057,49,4,3,S,1,1,2,2,2,2,4,4,4,4,2,2,2,2, ,4,3,2,2,72,4,2,1,6,1,1, ,1,84414,1,1,3.6,.923439938092278
100480,1,110112,40013,40,3,1,R,1,2,2,2,2,2,4,3,4,4,4,2,1, , ,1,3,2,2,68,8,2,1,2,1,3,2, ,74723,2,2,1,.256511093914522
100484,1,110112,46099,46,2,2,U,1,1,2,1,2,2,3,4,4,4,4,2,1, , ,2,1,2,1,70,6,2,1,5,1,1, , ,57104,2,2,2.1,.538673297220496
100490,1,110112,22033,22,3,4,U,3,2,2,2,2,2,4,4,4,4,4,2,2,2, ,3,3,1,1,70,3,2,2,2,1,2, , ,70811,1,1,8.4,2.15469318888198
100491,1,110112,48453,48,3,4,U,1,1,1,1,2,1,1,4,1,1,1,1,1, , ,2,1,1,1,56,8,2,1,7,1,2, , ,78759,2,2,3.6,.923439938092278
100492,1,110112,17031,17,2,5,S,3,2,2,2,2,2,4,1,4,4,4,2,1, , ,3,3,2,1,70,3,2,2,3,1,2, , ,60426,2,2,3.7,.94909104748373
100493,1,110112,22105,22,3,2,R,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,1,3,2,1,90,2,2,4,1,1,1, , ,70443,2,2,4.55,1.16712547731107
100495,1,110112,27053,27,2,5,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,1,30,6,2,1,5,1,3,9, ,55429,2,2,2.6,.666928844177756
100500,1,110112,48215,48,3,3,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,3,1,2,2,48,6,1,1,7,1,2, , ,78504,2,2,4.95,1.26972991487688
100507,1,110112,17031,17,2,5,S,1,1,2,1,2,2,4,4,4,4,4,2,2,1, ,2,2,2,2,99,6,2,1,99,1,2, , ,60558,1,2,4.65,1.19277658670253
100509,1,110112,55081,55,2,1,R,3,2,2,2,2,2,3,3,4,4,4,2,2,2, ,1,3,2,2,74,3,2,1,4,1,3,2, ,54656,1,1,1.2,.307813312697426
100511,1,110112,40119,40,3,2,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,74,3,2,1,4,1,2, , ,74075,2,2,2.25,.577149961307674
100513,1,110112,19167,19,2,1,R,1,2,2,2,2,2,1,4,4,4,4,1,1, , ,1,1,1,1,50,6,2,1,6,1,1, , ,51250,2,2,1,.256511093914522
100518,1,110112,27027,27,2,1,S,1,2,2,2,2,2,3,4,4,4,4,2,1, , ,2,3,1,1,42,6,2,1,5,1,3,9, ,56514,2,2,1.75,.448894414350413
100520,1,110112,47157,47,3,4,R,1,1,2,2,2,2,2,2,2,4,2,2,1, , ,2,1,1,1,40,8,2,1,8,1,3,1, ,38125,2,2,3.05,.782358836439291
100521,1,110112,5119,5,3,3,S,1,1,2,2,2,1,2,4,4,4,3,2,1, , ,2,1,1,1,38,8,2,1,6,1,1, , ,72113,2,2,2.55,.65410328948203
100530,1,110112,48113,48,3,5,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,2,2,2,32,6,1,2,8,2,4,9, ,75040,2,2,5.1,1.30820657896406
100537,1,110112,6053,6,4,2,U,3,2,2,2,2,2,4,4,4,4,3,2,1, , ,2,3,1,2,30,6,2,9,4,1,9,9, ,93905,2,2,3.9,1.00039326626663
100538,1,110112,6059,6,4,5,S,1,1,1,1,2,2,2,2,2,4,4,2,1, , ,2,2,2,2,53,5,1,1,7,1,1, , ,92821,2,2,5,1.28255546957261
100539,1,110312,53037,53,4,1,R,1,1,1,1,1,2,2,2,2,2,8,2,1, , ,3,3,1,1,45,4,2,1,7,1,3,1,3,98926,2,2,3.5,.897788828700826
100541,1,110112,6059,6,4,5,U,1,2,2,2,2,2,2,2,2,4,4,2,1, , ,2,1,2,2,64,8,2,1,9,1,2, , ,92867,2,2,2.45,.628452180090578
100545,1,110112,41051,41,4,4,U,1,1,1,2,1,2,4,4,4,4,4,2,1, , ,2,1,1,1,38,3,2,1,7,1,1, , ,97214,2,2,5.35,1.37233435244269
100550,1,110112,6053,6,4,2,S,1,2,2,2,2,1,4,1,4,4,1,1,1, , ,2,1,1,2,31,4,2,1,3,3,2, , ,93955,2,2,4.7,1.20560214139825
100557,1,110312,45057,45,3,2,R,1,2,2,2,2,2,1,4,4,4,4,2,1, , ,1,3,2,1,52,4,2,2,3,3,1, ,2,29720,2,2,1.4,.35911553148033
100560,1,110212,36059,36,1,5,S,1,1,1,1,1,2,2,2,2,2,4,2,1, , ,1,1,2,1,99,6,9,9,99,1,1, ,1,11003,2,2,2.4,.615626625394852
100569,1,110212,39041,39,2,3,S,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,2,1,1,1,32,4,2,1,7,1,3,2,4,43035,2,2,4.95,1.26972991487688
100571,1,110212,13121,13,3,4,S,1,2,1,2,1,2,4,4,4,4,4,2,1, , ,3,3,2,2,63,3,2,2,3,1,2, ,5,30349,2,2,5.4,1.38515990713842
100576,1,110212,37105,37,3,2,R,1,2,2,2,1,1,4,4,4,4,4,1,1, , ,2,3,2,2,51,5,2,1,1,1,1, ,2,27330,2,2,3.3,.846486609917922
100577,1,110212,12069,12,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,73,8,2,1,9,1,3,1,2,32735,2,2,1.45,.371941086176056
100581,1,110212,39161,39,2,1,R,1,1,1,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,66,3,2,1,3,1,2, ,4,45891,2,2,1.85,.474545523741865
100583,1,110212,51059,51,3,5,S,1,1,1,1,2,1,3,3,3,4,3,2,1, , ,3,2,1,2,51,6,1,6,6,3,3,1,2,22153,2,2,4.85,1.24407880548543
100584,1,110212,51059,51,3,5,S,1,1,2,2,2,2,2,2,4,4,4,2,1, , ,3,3,1,2,47,6,2,1,7,1,1, ,2,22153,2,2,3.25,.833661055222196
100586,1,110212,39035,39,2,5,S,1,1,1,2,2,2,1,1,4,4,4,1,1, , ,3,3,2,1,25,7,2,1,5,1,2, ,4,44122,2,2,3.35,.859312164613648
100587,1,110212,39061,39,2,4,S,1,1,1,2,2,2,4,1,4,4,4,1,1, , ,1,3,2,2,87,2,2,1,3,1,1, ,1,45242,2,2,3.35,.859312164613648
100593,1,110212,26125,26,2,4,S,3,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,1,59,6,2,1,1,1,3,2,3,48073,1,1,2.2,.564324406611948
100601,1,110212,42109,42,1,2,R,3,2,2,2,2,2,2,4,4,4,4,2,1, , ,2,1,2,2,51,3,2,1,2,1,3,1,3,17842,2,2,5.9,1.51341545409568
100602,1,110212,37023,37,3,2,S,2,1,1,2,2,1,4,4,4,4,4,1,1, , ,2,3,2,2,66,4,2,1,7,1,1, ,4,28655,2,2,1.55,.397592195567509
100603,1,110212,37179,37,3,2,S,1,1,2,2,2,2,1,4,4,4,4,2,1, , ,3,3,1,2,45,3,2,1,8,1,9,2,3,28110,2,2,5.7,1.46211323531277
100605,1,110212,39133,39,2,2,S,1,1,1,2,2,2,4,4,4,4,4,2,1, , ,2,2,2,2,46,4,2,1,9,1,4,2,3,44202,2,2,3.15,.808009945830743
100612,1,110212,54039,54,3,2,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,2,2,2,18,3,2,1,4,3,3,1,3,25177,2,2,1.35,.346289976784604
100613,1,110212,18057,18,2,3,U,1,1,2,2,2,2,3,4,3,4,3,2,1, , ,2,1,2,2,23,4,2,1,7,3,3,2,4,46032,2,2,3.55,.910614383396552
100614,1,110212,28161,28,3,1,R,1,1,2,2,2,2,2,2,4,4,8,2,1, , ,2,3,2,2,67,3,2,1,3,1,1, ,2,38953,2,2,1.95,.500196633133317
100620,1,110212,37013,37,3,1,R,1,2,2,2,2,2,4,2,4,2,2,2,2,1, ,3,2,2,1,18,5,2,1,7,1,3,1,3,27889,1,2,7,1.79557765740165
100627,1,110212,55079,55,2,5,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,1,77,5,9,9,8,1,3,9,3,53213,2,2,1.95,.500196633133317
100631,1,110212,27053,27,2,5,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,1,52,4,2,2,6,1,2, ,5,55409,2,2,3.15,.808009945830743
100634,1,110212,42101,42,1,5,U,1,2,2,2,2,2,4,4,4,4,4,2,2,1, ,1,3,2,1,45,5,2,2,1,1,2, ,4,19143,1,2,3.15,.808009945830743
100635,1,110312,51037,51,3,1,R,3,1,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,2,82,6,2,2,2,1,2, ,3,23947,1,1,1,.256511093914522
100644,1,110212,31079,31,2,2,R,1,1,1,1,2,2,4,4,4,4,4,2,1, , ,2,2,2,2,64,8,2,1,8,1,1, ,2,68801,2,2,2.35,.602801070699126
100651,1,110212,54107,54,3,2,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,1,59,8,2,1,8,1,1, ,3,26105,2,2,2.5,.641277734786304
100662,1,110212,34021,34,1,4,S,1,1,2,2,2,2,4,4,4,4,4,3,1, , ,2,1,2,1,68,8,2,1,8,1,2, ,4,08560,2,2,4.2,1.07734659444099
100665,1,110312,31177,31,2,1,S,1,2,2,2,2,2,4,4,4,4,4,1,1, , ,2,1,1,1,41,3,2,1,3,1,2, ,2,68008,2,2,3.5,.897788828700826
100668,1,110212,27145,27,2,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,1,37,3,2,1,7,1,1, ,3,56320,2,2,4.1,1.05169548504954
100684,1,110212,8059,8,4,3,S,1,1,2,2,2,2,3,4,4,4,4,2,1, , ,2,2,1,2,42,8,2,1,7,1,3,2,4,80232,2,2,3.05,.782358836439291
100685,1,110212,16001,16,4,3,U,1,2,2,2,2,2,3,3,3,4,3,2,2,2, ,2,2,1,2,50,7,2,1,2,1,3,1,3,83716,1,1,3.9,1.00039326626663
100692,1,110212,36119,36,1,5,U,1,2,2,2,2,2,3,3,4,4,3,2,1, , ,2,3,1,2,35,6,1,1,9,1,3,9,3,10530,2,2,6.9,1.7699265480102
100696,1,110312,54061,54,3,2,S,1,2,2,2,2,2,4,1,4,4,4,1,1, , ,2,1,2,2,57,8,2,1,8,1,2, ,3,26501,2,2,2.45,.628452180090578
100701,1,110312,16011,16,4,1,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,2,46,5,2,1,6,1,3,1,3,83203,2,2,2.45,.628452180090578
100704,1,110312,23017,23,1,1,R,1,1,2,2,2,1,1,4,4,4,4,2,1, , ,2,1,2,2,56,4,2,1,5,1,2, ,4,04217,2,2,3,.769533281743565
100705,1,110212,48029,48,3,4,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,1,2,2,55,6,1,1,6,1,3,1,3,78228,2,2,2.55,.65410328948203
100712,1,110212,51105,51,3,1,R,1,2,2,2,2,2,3,4,4,4,2,2,1, , ,2,1,2,2,45,5,2,1,8,1,3,1,8,24263,2,2,2.85,.731056617656387
100713,1,110412,20155,20,2,1,R,1,1,2,1,2,2,2,2,2,4,2,2,1, , ,2,1,2,2,51,4,2,1,6,1,1, ,2,67501,2,2,2.7,.692579953569209
100717,1,110212,56003,56,4,1,R,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,1,3,2,2,87,3,2,1,99,1,1, ,2,82431,2,2,1,.256511093914522
100719,1,110212,29131,29,2,1,R,1,2,2,1,2,2,2,4,2,4,2,2,1, , ,2,1,2,2,44,3,2,1,99,3,3,9,3,65486,2,2,5,1.28255546957261
100720,1,110212,16027,16,4,2,S,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,1,3,2,2,78,5,2,1,3,1,1, ,2,83605,2,2,1,.256511093914522
100723,1,110212,24009,24,3,3,S,1,2,2,2,2,2,3,4,4,4,2,2,1, , ,2,1,2,2,54,8,2,5,7,1,4,1,3,20678,2,2,2.85,.731056617656387
100724,1,110312,42011,42,1,3,S,9,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,54,3,2,1,2,1,2, ,3,19560,2,2,3.35,.859312164613648
100725,1,110212,13175,13,3,1,R,1,1,2,2,2,1,2,2,4,4,2,1,1, , ,3,3,1,2,36,4,2,1,5,1,2, ,3,31075,2,2,5,1.28255546957261
100735,1,110212,29215,29,2,1,R,1,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,1,58,2,2,2,1,1,1, ,8,65542,1,1,4,1.02604437565809
100740,1,110212,6071,6,4,1,S,1,1,1,2,2,2,4,4,4,4,4,1,1, , ,6,3,2,2,24,4,1,6,3,1,2, ,3,92335,2,2,4.55,1.16712547731107
100749,1,110212,39141,39,2,2,R,1,1,2,2,2,2,1,4,4,4,4,2,1, , ,2,1,2,2,54,3,2,1,8,1,1, ,1,45644,2,2,4.25,1.09017214913672
100750,1,110212,6071,6,4,1,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,1,25,6,2,1,9,1,3,2,4,91710,2,2,1.75,.448894414350413
100752,1,110212,49035,49,4,4,S,1,1,2,2,2,2,4,4,4,4,4,1,1, , ,2,1,1,1,40,6,2,1,8,1,3,1,3,84096,2,2,2.65,.679754398873482
100760,1,110212,48241,48,3,1,R,4,2,2,2,2,2,2,4,4,4,4,2,1, , ,1,3,1,1,64,5,2,2,1,3,4,9,8,75951,2,2,1,.256511093914522
100761,1,110212,12071,12,3,3,U,1,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,2,89,3,2,1,2,1,1, ,3,33904,1,1,1.7,.436068859654687
100762,1,110212,17031,17,2,5,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,70,6,2,1,99,1,2, ,3,60302,2,2,1,.256511093914522
100765,1,110212,49011,49,4,4,S,1,2,2,2,2,2,2,2,4,4,4,2,1, , ,2,1,2,2,52,6,2,1,5,1,2, ,3,84041,2,2,2.7,.692579953569209
100767,1,110212,8013,8,4,3,S,1,1,1,1,2,2,1,1,1,4,4,2,1, , ,2,1,2,2,58,8,2,1,9,1,3,2,4,80301,2,2,2.5,.641277734786304
100776,1,110212,47037,47,3,4,U,1,1,1,2,2,2,4,4,4,4,4,2,1, , ,2,2,2,2,48,5,2,1,7,1,2, ,3,37072,2,2,4.7,1.20560214139825
100798,1,110212,19153,19,2,3,S,1,1,2,1,2,3,2,2,2,4,5,3,1, , ,3,3,2,1,99,4,2,1,99,1,5,1,1,50226,2,2,4.95,1.26972991487688
100802,1,110212,22055,22,3,3,U,1,1,1,1,2,2,2,2,2,4,4,2,1, , ,2,1,2,1,62,6,2,1,8,1,1, ,3,70508,2,2,3,.769533281743565
100803,1,110212,8069,8,4,2,U,1,1,1,1,2,2,2,2,2,4,4,2,1, , ,2,3,2,2,63,6,2,1,7,1,1, ,1,80526,2,2,2.1,.538673297220496
100804,1,110412,4013,4,4,3,U,1,8,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,1,73,4,1,6,4,3,2, ,8,85032,1,1,2.35,.602801070699126
100806,1,110412,8071,8,4,1,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,99,9,9,9,99,1,9,9,9,81082,2,2,1.9,.487371078437591
100821,1,110212,6025,6,4,1,S,4,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,3,2,1,51,5,2,1,2,3,4,9,8,92281,1,1,1.75,.448894414350413
100827,1,110212,6065,6,4,2,U,1,1,1,2,2,2,4,1,4,4,4,2,1, , ,1,3,2,2,69,2,2,1,3,1,2, ,4,92260,2,2,2.15,.551498851916222
100840,1,110312,47101,47,3,1,R,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,1,65,3,2,1,4,1,2, ,3,38462,2,2,1.4,.35911553148033
100846,1,110312,6015,6,4,1,R,1,1,2,2,2,1,2,4,4,4,2,2,1, , ,3,3,2,1,50,5,2,1,7,1,1, ,1,95531,2,2,3.5,.897788828700826
100848,1,110312,25017,25,1,4,S,2,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,1,2,1,48,6,2,1,5,1,3,9,2,01826,2,2,2.2,.564324406611948
100862,1,110312,4013,4,4,3,S,1,2,2,2,2,2,4,4,4,4,4,1,1, , ,2,3,2,2,65,4,2,1,99,1,2, ,3,85396,2,2,1.6,.410417750263235
100863,1,110312,45055,45,3,1,S,1,1,1,1,1,1,1,3,3,4,3,1,1, , ,2,1,2,2,40,3,2,1,7,1,2, ,2,29045,2,2,5.25,1.34668324305124
100866,1,110312,49041,49,4,1,R,1,2,2,2,2,2,4,3,4,4,4,2,1, , ,1,3,2,1,70,3,2,1,4,1,3,1,1,84744,2,2,1.2,.307813312697426
100873,1,110312,36029,36,1,3,U,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,2,54,6,2,1,99,1,1, ,2,14227,2,2,3.4,.872137719309374
100886,1,110312,53063,53,4,2,S,1,1,1,3,3,3,2,2,5,5,5,3,1, , ,2,3,2,1,62,6,2,1,2,1,1, ,1,99009,2,2,2.2,.564324406611948
100887,1,110312,24033,24,3,4,S,1,1,1,2,2,2,1,1,1,4,4,2,1, , ,2,3,2,2,66,8,2,2,9,1,2, ,3,20772,2,2,1.65,.423243304958961
100888,1,110312,47041,47,3,1,R,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,62,3,2,1,5,1,2, ,3,37166,2,2,3.3,.846486609917922
100889,1,110312,54063,54,3,1,R,1,2,2,2,2,2,4,4,4,4,4,1,1, , ,1,1,1,2,43,4,2,1,7,1,1, ,2,24918,2,2,1.9,.487371078437591
100895,1,110312,29149,29,2,1,R,1,1,1,2,3,1,3,4,4,5,1,1,1, , ,2,3,2,2,72,3,2,1,5,1,3,1,1,65791,2,2,1.85,.474545523741865
100897,1,110312,47189,47,3,2,S,1,1,2,2,2,1,1,4,1,4,1,1,1, , ,2,1,2,2,57,8,2,1,6,1,3,2,3,37122,2,2,2.45,.628452180090578
100898,1,110312,49035,49,4,4,S,1,1,2,2,2,2,3,3,3,4,3,2,1, , ,2,1,2,1,36,6,1,1,6,1,3,9,2,84118,2,2,4,1.02604437565809
100899,1,110312,39099,39,2,3,S,1,1,2,2,2,2,2,4,4,4,3,1,1, , ,4,2,2,1,20,4,2,1,2,2,2, ,5,44672,2,2,4.65,1.19277658670253
100901,1,110312,12057,12,3,4,S,1,1,1,2,2,1,4,4,4,4,3,1,1, , ,2,1,2,2,49,5,2,1,4,1,3,1,3,33510,2,2,4.7,1.20560214139825
100910,1,110312,6083,6,4,2,S,1,1,1,1,2,2,2,2,2,4,4,2,1, , ,2,3,2,2,71,3,2,1,99,1,1, ,1,93455,2,2,1.95,.500196633133317
100915,1,110312,19113,19,2,2,U,1,1,2,2,2,3,1,4,9,4,5,3,1, , ,2,1,2,1,45,5,2,2,2,1,2, ,2,52402,2,2,2.7,.692579953569209
100919,1,110312,39155,39,2,2,S,1,1,2,2,2,2,1,1,4,4,4,2,2,1, ,2,3,1,2,54,3,2,1,3,1,2, ,3,44446,1,2,8.35,2.14186763418626
100920,1,110312,4013,4,4,3,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,5,1,2,2,50,3,2,1,9,1,1, ,2,85226,2,2,5.85,1.50058989939995
100923,1,110312,45079,45,3,3,U,1,1,1,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,80,3,2,2,1,1,2, ,4,29250,2,2,1,.256511093914522
100934,1,110312,6037,6,4,5,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,67,8,2,1,9,1,1, ,2,90732,2,2,1,.256511093914522
100941,1,110312,6087,6,4,3,U,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,58,4,2,1,1,1,5,1,2,95076,2,2,2.8,.718231062960661
100950,1,110312,6037,6,4,5,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,82,4,2,1,5,1,1, ,2,91711,2,2,1.6,.410417750263235
100957,1,110312,12033,12,3,3,S,1,1,2,2,2,2,4,1,4,4,4,2,1, , ,3,3,2,2,72,8,2,1,7,1,2, ,2,32533,2,2,2.2,.564324406611948
100959,1,110312,48113,48,3,5,U,1,2,2,2,2,2,4,4,1,4,4,2,1, , ,9,1,2,2,99,6,2,1,99,1,1, ,2,75206,2,2,2.2,.564324406611948
100962,1,110312,6001,6,4,5,U,4,2,2,2,3,2,4,4,4,4,5,3,2,2, ,2,3,2,2,99,9,2,4,99,3,4,9,8,94536,1,1,6.75,1.73144988392302
100964,1,110312,55079,55,2,5,U,1,2,2,2,2,1,4,4,4,1,1,1,1, , ,2,2,1,1,57,8,2,1,6,1,3,2,4,53207,2,2,2.8,.718231062960661
100974,1,110312,48201,48,3,5,S,1,1,1,1,2,1,2,2,2,4,2,1,1, , ,1,3,2,2,74,3,2,1,3,1,1, ,2,77373,2,2,1.25,.320638867393152
100980,1,110312,41009,41,4,1,S,1,1,1,1,2,1,3,4,3,4,3,1,1, , ,2,3,2,2,72,5,2,1,4,1,1, ,2,97053,2,2,1.15,.2949877580017
100981,1,110312,37097,37,3,2,R,1,1,2,1,2,2,4,4,2,4,2,2,1, , ,1,2,2,2,70,5,2,1,99,1,1, ,1,28677,2,2,1,.256511093914522
100992,1,110312,22057,22,3,1,S,1,1,1,1,1,1,1,4,4,4,4,1,1, , ,2,3,1,1,54,3,2,1,3,3,2, ,2,70301,2,2,4.05,1.03886993035381
100998,1,110312,6059,6,4,5,S,1,9,9,9,9,9,9,9,9,9,9,2,1, , ,3,1,2,2,40,8,1,1,4,1,9,9,3,92649,2,2,5.8,1.48776434470423
101006,1,110312,6089,6,4,1,U,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,63,3,2,1,4,1,1, ,2,96003,2,2,2.8,.718231062960661
101015,1,110312,37071,37,3,3,U,1,1,1,2,2,2,4,2,4,4,4,2,1, , ,1,1,2,1,99,3,9,9,5,1,1, ,2,28056,2,2,3.45,.8849632740051
101017,1,110312,19103,19,2,2,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,1,1,1,56,8,2,1,9,1,3,2,4,52245,2,2,1.15,.2949877580017
101023,1,110312,8001,8,4,3,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,2,48,8,2,1,7,1,3,1,3,80241,2,2,2.25,.577149961307674
101047,1,110312,6079,6,4,1,U,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,2,2,2,1,75,8,2,1,9,1,3,1,2,93401,2,2,1.65,.423243304958961
101052,1,110312,6071,6,4,1,S,1,1,2,2,2,2,4,4,2,4,4,2,1, , ,1,3,2,1,82,3,2,1,2,1,1, ,2,92339,2,2,1.2,.307813312697426
101060,1,110312,32023,32,4,1,R,1,1,2,1,2,2,4,4,2,4,4,2,1, , ,2,3,2,1,99,4,2,1,99,1,3,1,2,89048,2,2,2.55,.65410328948203
101062,1,110312,51660,51,3,5,U,9,2,2,2,2,2,4,4,5,4,4,2,2,2, ,1,3,2,2,90,3,2,1,99,9,3,9,3,22801,1,1,1.65,.423243304958961
101064,1,110312,8005,8,4,3,S,3,1,1,2,2,2,1,4,4,4,4,2,1, , ,1,2,2,2,62,4,2,1,3,1,2, ,3,80112,2,2,1.3,.333464422088878
101067,1,110312,17031,17,2,5,U,1,1,2,2,2,1,1,4,1,1,3,2,1, , ,1,1,1,2,44,7,2,2,6,1,3,2,2,60644,2,2,1.25,.320638867393152
101075,1,110312,41005,41,4,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,64,5,2,1,5,1,3,1,5,97222,2,2,2.4,.615626625394852
101079,1,110312,6019,6,4,2,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,81,8,2,1,99,1,2, ,3,93704,2,2,1.9,.487371078437591
101080,1,110312,41009,41,4,1,S,1,2,2,2,2,2,4,4,4,4,3,1,1, , ,4,3,2,2,57,4,2,1,99,1,2, ,3,97053,2,2,2.5,.641277734786304
101082,1,110312,55013,55,2,1,R,1,1,2,2,2,2,1,4,4,4,4,1,2,2, ,1,3,2,2,75,4,2,1,99,1,1, ,2,54840,1,1,1,.256511093914522
101092,1,110312,6037,6,4,5,S,3,2,2,2,2,2,2,4,4,4,4,2,1, , ,5,3,2,1,45,2,2,1,1,3,9,9,9,91801,2,2,9.7,2.48815761097086
101095,1,110312,53057,53,4,1,S,1,1,1,2,2,2,4,4,4,4,4,2,1, , ,1,2,2,2,72,6,2,1,2,1,2, ,5,98257,2,2,1,.256511093914522
101096,1,110312,6059,6,4,5,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,74,6,2,1,4,1,2, ,5,92612,2,2,1,.256511093914522
101097,1,110312,53063,53,4,2,U,1,1,1,2,2,2,1,8,4,1,4,2,2,1, ,1,3,2,2,66,3,2,1,1,2,2, ,8,99201,1,2,1.4,.35911553148033
101098,1,110312,41071,41,4,2,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,81,2,2,1,99,9,9,9,9,97114,2,2,2.15,.551498851916222
101100,1,110312,9007,9,1,3,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,1,58,2,2,1,5,3,3,9,2,06455,2,2,9.7,2.48815761097086
101105,1,110312,42011,42,1,3,S,1,2,1,2,2,2,2,2,4,4,3,1,1, , ,2,3,2,2,69,3,2,1,7,1,2, ,3,19567,2,2,3.55,.910614383396552
101113,1,110312,37119,37,3,4,S,1,1,2,2,2,2,1,4,4,4,4,2,1, , ,2,1,2,1,54,7,2,1,9,1,2, ,5,28078,2,2,3.4,.872137719309374
101114,1,110312,26049,26,2,3,S,1,1,2,2,2,2,2,2,2,2,2,2,1, , ,9,9,2,2,99,3,2,1,99,1,1, ,2,48506,2,2,4.1,1.05169548504954
101115,1,110312,32003,32,4,2,S,1,2,1,1,1,1,2,2,2,2,2,1,1, , ,1,3,1,2,52,5,2,1,6,1,1, ,2,89011,2,2,1.4,.35911553148033
101120,1,110312,6071,6,4,1,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,2,69,4,2,1,7,3,1, ,2,92391,2,2,1.15,.2949877580017
101125,1,110312,45019,45,3,3,U,1,1,2,2,2,2,2,4,4,4,4,2,2,2, ,3,3,2,1,72,5,2,1,3,1,1, ,1,29405,1,1,6.3,1.61601989166149
101140,1,110312,29157,29,2,1,R,3,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,1,2,1,60,3,2,1,4,3,4,9,3,63775,1,1,2,.513022187829043
101144,1,110312,42097,42,1,2,R,1,1,2,1,2,2,2,4,4,4,4,2,1, , ,2,1,2,1,36,6,2,1,8,1,1, ,1,17801,2,2,2.85,.731056617656387
101148,1,110312,55071,55,2,2,R,1,2,1,3,3,3,4,4,4,5,5,3,2,2, ,1,3,2,2,65,5,2,1,2,1,5,2,2,54220,1,1,1,.256511093914522
101151,1,110312,25017,25,1,4,S,1,1,2,2,2,1,2,1,4,4,3,2,1, , ,2,1,1,1,63,8,2,1,8,1,2, ,5,02155,2,2,4.8,1.2312532507897
101153,1,110312,19117,19,2,1,R,3,1,1,3,2,2,4,4,4,4,4,2,1, , ,1,1,2,2,82,2,2,1,5,1,2, ,4,50151,2,2,2,.513022187829043
101164,1,110412,6083,6,4,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,88,3,2,1,6,1,1, ,1,93463,2,2,1.95,.500196633133317
