psraid,sample,int_date,fips,state,cregion,density,usr,vote01,pial1a,pial1b,pial1c,pial1d,pial1e,pial2a,pial2b,pial2c,pial2d,pial2e,pial3,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,reg,party,partyln,ideo,zipcode,iphoneuse,hphoneuse,weight,standwt
101881,1,110412,13247,13,3,3,S,1,1,2,1,1,2,1,1,1,1,4,2,1, , ,2,3,2,2,57,6,2,2,9,1,2, ,3,30094,2,2,2.25,.577149961307674
101883,1,110412,25013,25,1,3,U,8,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,1,53,3,2,1,2,1,3,1,2,01151,2,2,3.6,.923439938092278
101887,1,110412,12071,12,3,3,S,3,1,2,1,2,2,4,4,4,4,4,2,1, , ,1,1,2,2,60,5,2,1,99,1,1, ,2,33919,2,2,1.5,.384766640871783
101893,1,110412,13121,13,3,4,S,1,1,2,2,2,2,4,4,4,4,4,1,1, , ,2,3,2,2,75,3,2,1,9,1,2, ,2,99999,2,2,3.2,.82083550052647
101895,1,110412,50007,50,1,2,U,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,2,1,2,1,73,6,2,1,99,1,3,1,1,05403,2,2,2.9,.743882172352113
101896,1,110412,25017,25,1,4,S,1,1,2,2,2,1,4,4,4,4,1,1,1, , ,2,1,1,1,34,6,2,1,8,1,2, ,3,01450,2,2,4.5,1.15429992261535
101900,1,110412,18019,18,2,2,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,65,3,2,1,3,1,2, ,2,47130,2,2,2.15,.551498851916222
101903,1,110412,26065,26,2,3,S,1,1,1,1,2,2,4,4,4,4,4,2,1, , ,1,3,2,1,60,6,2,1,2,1,1, ,2,48840,2,2,1.4,.35911553148033
101907,1,110412,37077,37,3,2,R,1,1,2,1,2,2,1,4,4,4,4,2,1, , ,2,1,1,2,36,3,2,2,6,1,2, ,3,27565,2,2,4.8,1.2312532507897
101917,1,110412,39089,39,2,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,61,6,2,1,5,1,1, ,4,43056,2,2,1.15,.2949877580017
101918,1,110412,36081,36,1,5,U,1,1,1,1,2,1,3,3,3,4,3,1,2,2, ,2,3,2,1,65,5,2,1,6,1,2, ,5,11373,1,1,6.4,1.64167100105294
101930,1,110412,12057,12,3,4,S,3,1,2,2,2,2,2,4,2,4,3,2,1, , ,3,1,1,2,39,8,2,1,5,3,2, ,4,33594,2,2,5.5,1.41081101652987
101940,1,110412,34023,34,1,5,R,1,1,1,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,79,3,2,1,5,1,1, ,2,08854,2,2,1.7,.436068859654687
101949,1,110412,24027,24,3,4,S,1,2,2,2,2,2,3,1,1,4,4,2,1, , ,4,1,2,2,50,8,2,2,6,1,3,9,3,21044,2,2,3.15,.808009945830743
101950,1,110412,39153,39,2,4,U,3,2,2,2,2,2,3,4,3,4,3,2,1, , ,3,1,2,2,47,4,2,1,5,1,2, ,3,44312,2,2,5.8,1.48776434470423
101982,1,110412,24043,24,3,2,S,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,2,1,1,1,37,3,2,1,7,1,1, ,2,21719,2,2,4.3,1.10299770383244
101988,1,110412,12099,12,3,3,S,1,1,2,2,2,2,1,1,3,4,4,2,1, , ,2,1,2,1,60,8,1,1,9,1,1, ,3,33410,2,2,4.5,1.15429992261535
101997,1,110412,39133,39,2,2,S,1,1,2,2,2,2,1,4,4,4,4,2,1, , ,1,1,2,1,61,5,2,9,3,1,2, ,4,44266,2,2,1.95,.500196633133317
102000,1,110412,45051,45,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,62,3,2,1,6,1,3,1,2,29579,2,2,3.8,.974742156875182
102004,1,110412,18003,18,2,3,S,1,2,2,2,2,2,2,2,4,4,4,9,1, , ,1,3,2,2,91,3,2,1,99,1,1, ,2,46814,2,2,1.25,.320638867393152
102010,1,110412,42071,42,1,3,S,1,1,1,2,1,2,2,4,2,3,4,1,1, , ,1,3,2,1,81,6,2,1,5,1,2, ,4,17601,2,2,1.65,.423243304958961
102027,1,110412,42003,42,1,4,S,3,2,1,1,2,2,4,1,4,4,4,2,1, , ,2,3,1,2,50,4,2,2,4,1,3,2,3,15226,2,2,4.95,1.26972991487688
102028,1,110412,42133,42,1,3,S,1,1,1,2,2,2,2,2,8,4,4,2,1, , ,2,3,2,1,75,8,2,1,5,1,3,1,2,17362,2,2,3.45,.8849632740051
102029,1,110412,42049,42,1,3,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,2,48,4,2,1,99,3,3,9,5,16441,2,2,5.2,1.33385768835551
102030,1,110412,36071,36,1,3,S,1,2,2,2,2,3,4,4,5,5,5,3,2,2, ,1,3,2,1,69,3,2,1,4,3,4,2,2,10928,1,1,3.35,.859312164613648
102031,1,110412,42029,42,1,3,S,1,1,1,2,2,1,4,4,4,4,3,1,1, , ,1,3,2,1,65,5,2,1,8,1,2, ,3,19475,2,2,1.8,.461719969046139
102038,1,110412,24005,24,3,4,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,1,40,6,2,1,7,1,3,2,3,21228,2,2,3.05,.782358836439291
102048,1,110412,39099,39,2,3,S,1,2,1,2,2,2,4,4,4,4,1,2,1, , ,1,2,2,2,70,3,2,1,4,1,2, ,5,44509,2,2,1.25,.320638867393152
102054,1,110412,36005,36,1,5,U,1,1,1,1,1,1,4,1,4,4,4,2,1, , ,3,1,1,2,53,8,2,2,8,2,3,2,3,10466,2,2,3.4,.872137719309374
102061,1,110412,37101,37,3,2,S,4,2,2,3,2,2,4,4,4,4,4,2,1, , ,2,2,2,2,70,3,9,1,99,9,1, ,8,27524,2,2,2.25,.577149961307674
102069,1,110412,21093,21,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,1,50,8,2,1,8,1,1, ,2,42701,2,2,2.35,.602801070699126
102074,1,110412,45055,45,3,1,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,2,30,6,2,1,6,1,1, ,3,29078,2,2,2.5,.641277734786304
102075,1,110412,45057,45,3,2,R,1,2,2,2,2,2,4,4,4,4,4,2,2,2, ,2,3,2,2,68,6,2,1,4,1,2, ,4,29067,1,1,2.55,.65410328948203
102078,1,110412,36081,36,1,5,U,3,2,2,2,2,2,4,4,4,4,4,2,2,1, ,1,3,2,1,80,3,2,1,6,1,3,1,3,11360,1,2,3.7,.94909104748373
102079,1,110412,39097,39,2,1,S,1,1,2,2,2,2,3,4,3,4,4,2,1, , ,3,3,1,2,38,8,2,1,7,1,1, ,2,43162,2,2,3.15,.808009945830743
102088,1,110412,12015,12,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,70,3,2,1,5,1,1, ,3,33952,2,2,2.25,.577149961307674
102091,1,110412,39063,39,2,2,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,74,6,2,1,8,1,3,9,2,45840,2,2,2.1,.538673297220496
102098,1,110412,54059,54,3,1,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,2,47,6,2,1,3,1,3,2,8,25678,2,2,1.85,.474545523741865
102100,1,110412,39133,39,2,2,S,1,2,1,1,2,2,2,2,2,4,4,2,1, , ,2,2,2,2,49,5,2,1,99,1,1, ,1,44260,2,2,3.15,.808009945830743
102101,1,110412,12001,12,3,2,R,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,2,3,2,1,66,3,2,1,6,1,1, ,1,32654,2,2,3.3,.846486609917922
102104,1,110412,36029,36,1,3,U,1,2,2,2,2,2,4,4,4,4,4,2,2,2, ,9,9,9,2,99,9,9,1,99,1,3,1,3,14209,1,1,8.45,2.16751874357771
102107,1,110412,42013,42,1,2,R,1,1,1,2,2,2,4,2,4,4,4,2,1, , ,1,1,2,2,65,4,2,1,6,1,1, ,2,16686,2,2,1,.256511093914522
102108,1,110412,36029,36,1,3,S,1,1,1,1,1,1,3,1,1,4,3,1,1, , ,3,3,1,2,51,6,2,1,9,1,2, ,5,14052,2,2,4.4,1.1286488132239
102109,1,110412,42021,42,1,2,S,3,1,2,2,2,2,1,4,2,4,4,2,2,2, ,2,3,2,2,86,3,2,1,2,1,2, ,8,15955,1,1,5.25,1.34668324305124
102114,1,110412,18081,18,2,3,S,1,1,1,2,2,2,3,3,4,4,3,2,1, , ,2,3,1,2,29,6,2,1,8,1,3,1,2,46142,2,2,3.3,.846486609917922
102116,1,110412,42101,42,1,5,U,1,1,1,2,2,1,4,4,4,4,4,2,1, , ,1,3,2,2,73,4,2,2,4,1,2, ,3,19129,2,2,1,.256511093914522
102120,1,110412,23001,23,1,2,U,1,1,2,2,2,2,3,4,4,4,4,2,1, , ,2,3,2,1,74,3,2,1,4,1,1, ,2,04240,2,2,4.4,1.1286488132239
102129,1,110412,34011,34,1,2,S,4,1,2,1,2,2,2,2,2,4,4,2,1, , ,4,3,2,2,99,9,2,1,99,1,1, ,8,08311,2,2,5.85,1.50058989939995
102133,1,110412,36085,36,1,5,U,3,2,2,2,2,2,1,4,4,4,3,2,1, , ,2,1,1,2,32,8,2,1,9,1,2, ,3,10314,2,2,4.5,1.15429992261535
102137,1,110412,42017,42,1,4,S,1,2,2,2,2,2,4,4,4,4,4,1,1, , ,2,2,2,2,77,6,2,1,99,1,2, ,2,18944,2,2,2.8,.718231062960661
102147,1,110412,45019,45,3,3,U,1,1,1,2,2,1,1,3,4,4,1,1,1, , ,2,3,2,2,63,5,9,9,7,1,2, ,3,29414,2,2,4.7,1.20560214139825
102149,1,110412,13115,13,3,2,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,1,2,22,3,2,1,99,3,9,9,8,30165,2,2,2.8,.718231062960661
102160,1,110412,36047,36,1,5,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,60,3,2,1,3,1,3,9,3,11214,2,2,5.9,1.51341545409568
102167,1,110412,39149,39,2,2,R,1,1,1,2,2,2,2,2,2,4,4,2,1, , ,2,3,2,1,66,8,2,1,6,1,3,1,2,45365,2,2,2.1,.538673297220496
102186,1,110412,51041,51,3,3,S,1,1,1,2,2,2,3,3,4,4,4,2,1, , ,1,2,2,2,62,6,2,1,5,1,3,1,2,23236,2,2,1.4,.35911553148033
102189,1,110412,10003,10,3,4,S,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,3,1,2,1,60,7,2,1,9,1,2, ,4,19701,2,2,4.65,1.19277658670253
102190,1,110412,25015,25,1,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,78,8,2,1,6,1,2, ,4,01060,2,2,1.95,.500196633133317
102197,1,110412,42017,42,1,4,S,1,1,1,2,2,2,1,1,4,4,3,1,2,2, ,1,1,2,2,62,3,2,1,3,1,2, ,5,18901,1,1,4.55,1.16712547731107
102199,1,110412,37001,37,3,3,U,1,1,1,1,2,1,2,2,2,4,2,1,1, , ,2,3,2,2,67,5,2,1,5,1,2, ,1,27253,2,2,1.85,.474545523741865
102205,1,110412,13121,13,3,4,S,1,1,1,1,1,1,2,2,2,4,2,1,1, , ,1,1,2,2,64,8,2,1,99,1,1, ,2,30005,2,2,1.7,.436068859654687
102213,1,110412,13313,13,3,3,S,1,1,1,2,2,1,2,4,4,4,2,1,1, , ,1,3,2,2,75,3,2,1,3,1,1, ,2,30721,2,2,1.3,.333464422088878
102217,1,110412,26125,26,2,4,U,1,1,1,1,1,1,4,4,4,4,4,1,1, , ,3,3,2,2,65,6,2,1,7,1,1, ,1,48336,2,2,2.55,.65410328948203
102229,1,110412,24510,24,3,5,U,1,1,2,2,2,2,1,4,4,4,4,2,1, , ,2,3,2,2,54,3,2,2,99,1,2, ,1,21205,2,2,4.05,1.03886993035381
102230,1,110412,13297,13,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,3,1,1,1,61,3,2,2,3,1,9,9,3,30655,2,2,3.85,.987567711570908
102232,1,110412,34035,34,1,4,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,1,51,6,2,1,8,1,3,1,3,08807,2,2,4.5,1.15429992261535
102243,1,110412,51059,51,3,5,S,1,2,2,2,2,2,3,2,4,4,4,2,1, , ,3,1,2,2,50,8,2,1,9,1,3,2,4,22151,2,2,3.25,.833661055222196
102245,1,110412,18113,18,2,2,S,1,1,1,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,68,3,2,1,1,1,1, ,2,46763,2,2,2.15,.551498851916222
102246,1,110412,12083,12,3,2,S,1,2,2,2,2,2,2,4,4,4,4,2,1, , ,2,1,2,2,50,3,2,1,99,1,1, ,3,34481,2,2,4.45,1.14147436791962
102248,1,110412,24031,24,3,4,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,3,3,2,1,27,4,2,1,5,1,2, ,5,20862,2,2,8.1,2.07773986070763
102250,1,110412,36083,36,1,2,S,1,1,2,2,2,2,2,2,4,4,4,2,1, , ,2,2,2,1,75,3,2,1,5,1,1, ,8,12061,2,2,4.4,1.1286488132239
102254,1,110412,21111,21,3,4,U,1,1,1,2,1,2,1,1,1,1,1,1,1, , ,2,2,1,2,34,4,2,2,1,1,2, ,1,40203,2,2,6.05,1.55189211818286
102256,1,110412,42095,42,1,3,S,1,2,2,2,2,2,2,4,4,4,4,2,1, , ,3,3,2,2,65,5,2,1,5,1,2, ,2,18067,2,2,3.15,.808009945830743
102259,1,110412,13067,13,3,4,S,1,2,2,2,2,2,2,4,4,4,4,2,1, , ,1,2,2,2,79,8,2,1,4,1,3,2,3,30101,2,2,1,.256511093914522
102262,1,110412,13131,13,3,1,R,1,2,2,2,2,2,2,4,4,4,4,2,1, , ,2,1,1,1,52,3,2,1,7,1,3,1,3,39828,2,2,4.05,1.03886993035381
102263,1,110412,51678,51,3,5,R,1,1,2,2,2,2,1,1,4,4,4,1,1, , ,1,3,2,2,71,8,2,1,2,1,2, ,4,24450,2,2,1,.256511093914522
102269,1,110412,39007,39,2,2,R,1,2,2,2,2,2,4,3,4,4,4,2,1, , ,3,3,2,2,67,8,2,1,8,1,2, ,3,44030,2,2,1.8,.461719969046139
102271,1,110412,18113,18,2,2,R,1,2,2,1,2,1,1,4,4,4,1,1,1, , ,4,2,2,2,28,6,2,1,8,1,2, ,5,46767,2,2,3.6,.923439938092278
102275,1,110412,25009,25,1,4,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,83,8,2,1,5,1,3,9,8,01950,2,2,1.35,.346289976784604
102277,1,110412,23027,23,1,1,R,3,2,2,2,2,2,4,4,4,4,4,1,1, , ,3,3,1,1,44,8,2,1,2,1,3,9,3,04941,2,2,3.15,.808009945830743
102280,1,110412,36027,36,1,3,S,1,2,2,2,2,2,2,2,4,4,4,2,1, , ,1,1,2,1,51,8,2,1,6,3,2, ,3,12603,2,2,1.8,.461719969046139
102289,1,110412,25025,25,1,5,U,1,2,2,2,2,2,4,4,4,4,8,2,2,1, ,2,3,2,2,77,3,2,1,1,1,2, ,8,02128,1,2,6.85,1.75710099331447
102293,1,110412,25017,25,1,4,S,1,2,1,2,2,2,1,2,4,4,4,2,1, , ,1,3,2,2,68,8,2,1,4,1,2, ,4,01880,2,2,1.35,.346289976784604
102294,1,110412,45037,45,3,1,S,1,1,1,1,2,2,4,4,4,4,4,2,1, , ,1,3,2,1,70,5,2,1,2,1,1, ,1,29824,2,2,1,.256511093914522
102300,1,110412,36047,36,1,5,U,1,1,1,2,2,1,1,1,4,4,1,1,1, , ,2,1,2,2,39,6,2,1,9,1,2, ,5,11201,2,2,4.6,1.1799510320068
102310,1,110412,12101,12,3,3,S,1,1,1,1,1,1,2,4,2,2,3,1,1, , ,2,3,2,1,66,4,2,1,7,1,3,1,1,33523,2,2,2.8,.718231062960661
102319,1,110412,34025,34,1,4,S,1,1,1,2,2,2,1,1,4,4,4,2,1, , ,1,3,2,2,62,7,2,1,2,1,1, ,9,07748,2,2,2.25,.577149961307674
102327,1,110412,42071,42,1,3,S,3,1,2,2,2,2,4,4,4,4,4,2,2,2, ,2,3,2,2,30,1,1,2,3,1,3,9,2,17602,1,1,9.7,2.48815761097086
102331,1,110412,23007,23,1,1,R,1,2,2,2,2,2,1,1,4,4,8,2,2,2, ,1,1,2,2,55,8,2,1,8,1,3,2,5,04955,1,1,1.8,.461719969046139
102332,1,110412,37147,37,3,2,U,1,1,1,2,2,2,4,4,4,4,4,2,1, , ,1,2,2,2,50,4,2,2,2,1,2, ,2,27834,2,2,1.25,.320638867393152
102334,1,110412,34013,34,1,5,S,1,1,1,2,2,2,4,2,4,4,4,2,1, , ,3,3,2,1,79,3,2,1,6,1,3,1,2,07110,2,2,6.55,1.68014766514012
102337,1,110412,25009,25,1,4,S,1,1,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,2,82,5,9,1,99,9,2, ,2,01906,1,1,1.9,.487371078437591
102339,1,110412,51177,51,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,4,1,2,1,61,8,2,1,6,1,1, ,2,22407,2,2,3.25,.833661055222196
102355,1,110412,34013,34,1,5,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,2,99,6,2,1,6,1,2, ,4,07043,2,2,3.25,.833661055222196
102356,1,110412,13063,13,3,4,S,1,1,1,2,1,1,1,1,1,4,1,1,1, , ,3,1,1,2,43,6,2,2,5,1,2, ,2,30273,2,2,4.3,1.10299770383244
102364,1,110412,39025,39,2,3,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,4,1,1,2,99,6,2,9,99,1,9,9,9,45160,2,2,4.7,1.20560214139825
102377,1,110412,51680,51,3,4,S,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,6,3,2,2,18,2,2,1,6,1,1, ,1,24502,2,2,9.7,2.48815761097086
102379,1,110412,10003,10,3,4,S,1,2,2,2,2,2,1,4,4,4,4,1,1, , ,1,1,2,1,55,8,2,1,9,1,1, ,2,19803,2,2,1.75,.448894414350413
102383,1,110412,34001,34,1,3,S,1,1,2,2,2,2,2,2,4,4,4,2,1, , ,2,3,2,2,60,3,2,4,6,1,3,1,3,08205,2,2,6.6,1.69297321983584
102386,1,110412,42027,42,1,2,S,1,1,1,2,2,2,2,2,4,4,1,2,1, , ,4,1,2,2,60,3,2,1,6,1,2, ,8,16835,2,2,6.4,1.64167100105294
102389,1,110412,12011,12,3,4,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,1,2,28,8,2,4,3,3,2, ,8,33311,2,2,4.7,1.20560214139825
102394,1,110412,18003,18,2,3,U,1,1,2,2,2,2,4,4,4,4,2,2,1, , ,2,2,2,2,62,5,2,1,3,2,1, ,3,46835,2,2,2.95,.756707727047839
102396,1,110412,34027,34,1,4,S,1,1,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,1,79,6,2,1,7,1,1, ,2,07866,1,1,2.65,.679754398873482
102415,1,110412,39103,39,2,3,S,1,1,2,2,2,2,1,4,4,4,4,2,1, , ,3,2,1,2,48,3,2,1,5,3,2, ,3,44256,2,2,6.4,1.64167100105294
102417,1,110412,9003,9,1,4,S,1,1,1,1,1,1,3,3,4,4,3,1,1, , ,2,2,2,2,65,8,2,1,8,1,2, ,5,06479,2,2,2.8,.718231062960661
102421,1,110412,13059,13,3,4,U,1,2,2,1,1,1,4,4,4,4,3,1,1, , ,1,1,2,2,48,8,2,1,5,1,2, ,4,30605,2,2,1.5,.384766640871783
102426,1,110412,18093,18,2,1,R,1,1,2,2,2,2,4,9,4,4,4,2,1, , ,2,3,1,2,43,2,2,1,6,1,3,9,8,47421,2,2,8.05,2.0649143060119
102433,1,110412,51011,51,3,1,S,3,2,1,2,2,2,1,1,4,4,4,1,1, , ,2,1,2,1,66,3,2,2,3,1,2, ,8,24522,2,2,2.25,.577149961307674
102436,1,110412,51153,51,3,4,S,1,1,2,2,2,2,3,4,4,4,4,2,1, , ,2,1,1,1,52,6,2,1,6,1,1, ,2,22193,2,2,3.4,.872137719309374
102437,1,110412,37119,37,3,4,U,1,2,2,2,2,2,2,2,2,4,4,2,1, , ,2,1,1,2,40,6,2,1,7,1,1, ,3,28277,2,2,4.25,1.09017214913672
102441,1,110412,54081,54,3,2,R,1,2,2,2,2,2,2,4,2,4,3,2,1, , ,2,1,2,1,57,4,2,1,8,1,2, ,2,25813,2,2,2.75,.705405508264935
102442,1,110412,36059,36,1,5,S,1,2,2,2,2,2,1,4,1,4,1,2,1, , ,4,3,2,1,18,3,2,2,6,1,2, ,3,11520,2,2,4.35,1.11582325852817
102443,1,110412,33005,33,1,2,R,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,1,59,3,2,1,6,1,3,1,3,03467,2,2,5.1,1.30820657896406
102448,1,110412,13245,13,3,3,U,3,2,2,2,2,2,3,4,4,4,4,2,2,1, ,2,3,2,2,66,3,2,2,3,1,3,2,4,30906,1,2,4.1,1.05169548504954
102472,1,110412,36081,36,1,5,U,1,2,2,2,2,2,4,4,4,4,4,2,2,2, ,2,3,2,2,84,3,2,2,99,1,2, ,2,11413,1,1,4.75,1.21842769609398
102476,1,110412,6061,6,4,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,1,60,8,2,1,5,1,3,2,3,95658,2,2,1.05,.269336648610248
102479,1,110412,29183,29,2,3,S,1,1,2,2,2,2,3,3,4,4,4,2,1, , ,1,3,2,2,99,2,2,1,3,3,4,2,3,63376,2,2,4.15,1.06452103974527
102482,1,110412,30031,30,4,1,R,3,2,1,2,2,1,4,1,1,4,1,2,1, , ,2,2,1,2,51,8,2,1,7,1,2, ,4,59718,2,2,1.6,.410417750263235
102490,1,110412,51059,51,3,5,S,1,1,1,2,2,2,2,4,4,4,4,2,1, , ,2,1,2,2,58,6,2,1,9,1,3,1,3,22309,2,2,2.8,.718231062960661
102497,1,110412,4013,4,4,3,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,1,36,3,2,1,7,1,2, ,3,85233,2,2,4.4,1.1286488132239
102498,1,110412,4019,4,4,2,S,1,1,2,2,2,1,4,4,4,4,2,1,1, , ,2,1,2,2,57,5,2,1,7,1,1, ,1,85704,2,2,2.25,.577149961307674
102501,1,110412,30003,30,4,1,R,3,1,1,1,1,2,2,2,2,2,2,2,1, , ,2,1,2,1,60,6,2,1,7,1,9,1,2,59034,2,2,1.9,.487371078437591
102505,1,110412,6073,6,4,3,S,2,2,2,2,2,2,4,4,4,4,3,2,1, , ,2,2,1,2,48,4,2,3,6,1,3,9,3,91911,2,2,3.8,.974742156875182
102506,1,110412,48001,48,3,1,R,1,1,2,1,2,1,4,4,4,4,2,1,2,1, ,3,3,2,1,60,4,2,1,7,1,3,1,3,75763,1,2,5.95,1.5262410087914
102514,1,110412,22037,22,3,1,S,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,2,63,4,2,1,6,1,1, ,1,70730,2,2,2.25,.577149961307674
102520,1,110412,6037,6,4,5,U,1,1,1,1,2,1,1,1,1,4,1,1,1, , ,2,3,2,1,65,6,2,1,9,1,2, ,5,90046,2,2,2.2,.564324406611948
102522,1,110412,55035,55,2,2,U,1,1,1,2,2,1,1,1,4,4,3,1,2,1, ,2,1,2,2,23,3,2,1,3,1,1, ,8,54701,1,2,5.3,1.35950879774696
102525,1,110412,56015,56,4,1,R,1,1,2,1,2,1,1,4,1,4,3,1,1, , ,2,1,2,2,54,5,2,1,6,1,2, ,4,82240,2,2,2.45,.628452180090578
102529,1,110412,6085,6,4,4,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,1,2,1,55,6,1,1,9,1,2, ,3,94043,2,2,2.3,.5899755160034
102530,1,110412,17043,17,2,5,S,1,1,1,1,2,2,1,1,1,4,3,2,1, , ,1,1,2,2,64,8,2,1,6,1,2, ,4,60555,2,2,1.3,.333464422088878
102531,1,110412,8069,8,4,2,U,1,1,2,2,2,2,2,2,4,4,4,2,2,2, ,1,3,2,2,79,8,2,1,4,1,1, ,2,80521,1,1,1,.256511093914522
102536,1,110412,41017,41,4,1,U,3,2,2,2,2,2,3,3,4,4,4,2,1, , ,6,1,1,1,47,8,2,3,99,1,5,9,3,97709,2,2,2.55,.65410328948203
102540,1,110412,17031,17,2,5,U,1,1,1,1,2,2,2,2,2,4,4,2,1, , ,2,3,2,2,68,5,2,1,7,1,1, ,3,60005,2,2,1.75,.448894414350413
102543,1,110412,6085,6,4,4,U,8,2,2,2,2,2,4,4,4,4,8,2,2,2, ,2,3,2,2,65,3,9,3,99,1,1, ,8,95035,1,1,5.5,1.41081101652987
102545,1,110412,4003,4,4,1,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,2,2,2,51,4,1,1,1,1,1, ,2,85635,2,2,3.7,.94909104748373
102549,1,110412,55101,55,2,3,S,1,1,2,1,2,2,4,4,1,4,4,1,1, , ,1,3,2,2,70,8,2,1,6,1,2, ,4,53406,2,2,1,.256511093914522
102563,1,110412,6067,6,4,4,S,1,1,2,2,2,2,4,4,4,4,4,2,2,1, ,3,3,2,1,62,6,2,1,4,1,1, ,3,95662,1,2,7.95,2.03926319662045
102568,1,110412,35045,35,4,1,U,3,1,1,1,2,1,2,4,4,1,4,1,1, , ,2,1,2,1,49,3,2,1,7,1,1, ,1,87410,2,2,3.55,.910614383396552
102578,1,110412,1003,1,3,2,R,1,1,2,2,1,1,1,4,1,1,2,2,1, , ,2,3,2,1,18,3,2,1,6,3,3,2,3,36532,2,2,2.8,.718231062960661
102589,1,110412,29183,29,2,3,S,1,2,2,2,2,2,2,4,2,4,3,2,1, , ,2,3,1,2,36,8,2,1,7,1,1, ,1,63385,2,2,3.35,.859312164613648
102591,1,110412,6037,6,4,5,S,1,2,2,2,2,2,3,4,4,4,4,2,1, , ,2,2,2,2,65,9,2,1,6,1,2, ,3,90250,2,2,2.1,.538673297220496
102600,1,110412,22105,22,3,2,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,2,1,2,37,3,2,2,4,1,2, ,3,70456,2,2,4.8,1.2312532507897
102601,1,110412,53033,53,4,4,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,3,1,2,1,52,4,2,1,6,1,1, ,2,98034,2,2,5.8,1.48776434470423
102610,1,110412,41051,41,4,4,U,1,1,2,2,2,2,1,4,4,4,4,2,1, , ,2,1,1,1,42,6,2,1,8,1,3,2,5,97202,2,2,2.65,.679754398873482
102616,1,110412,31001,31,2,1,R,1,2,2,2,2,2,4,4,4,4,2,2,1, , ,2,3,2,2,62,6,2,1,6,1,3,1,1,68901,2,2,2,.513022187829043
102618,1,110412,6065,6,4,2,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,1,2,2,52,8,2,1,6,1,2, ,5,92201,2,2,1,.256511093914522
102620,1,110412,53063,53,4,2,U,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,2,2,2,32,5,2,1,99,1,4,9,9,99202,2,2,4.7,1.20560214139825
102622,1,110412,31079,31,2,2,R,1,1,1,2,2,2,1,1,4,4,4,2,2,2, ,1,3,2,2,82,3,2,1,2,1,2, ,2,68801,1,1,1.4,.35911553148033
102623,1,110412,6065,6,4,2,S,3,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,2,75,2,2,1,4,3,2, ,4,92270,1,1,2.8,.718231062960661
102635,1,110412,53053,53,4,3,S,4,2,2,2,2,2,4,4,4,4,4,2,2,2, ,2,3,2,2,58,4,2,1,99,3,4,2,4,98349,1,1,4.7,1.20560214139825
